,Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
6096,Italy,Frattaminore,61,Moderate,1,0,61,3,3,1,59,Moderate
6097,Denmark,Frederiksvaerk,37,Good,0,0,37,2,0,0,20,Good
6098,Germany,Friedrichsthal,45,Good,1,0,33,2,3,1,45,Good
6099,Germany,Frondenberg,44,Good,1,0,33,2,2,1,44,Good
6100,United States of America,Fullerton,114,Unhealthy for Sensitive Groups,4,1,4,0,33,2,114,Unhealthy for Sensitive Groups
6101,Colombia,Funza,116,Unhealthy for Sensitive Groups,3,1,5,0,13,2,116,Unhealthy for Sensitive Groups
6102,Pakistan,Garhi Yasin,186,Unhealthy,1,0,115,3,1,0,186,Unhealthy
6103,Niger,Gaya,45,Good,1,0,24,1,0,0,45,Good
6104,Spain,Girona,64,Moderate,1,0,40,2,1,0,64,Moderate
6105,Ghana,Duayaw Nkwanta,51,Moderate,1,0,17,0,0,0,51,Moderate
6106,Republic of Moldova,Dubasari,34,Good,1,0,34,2,0,0,24,Good
6107,Ethiopia,Dubti,152,Unhealthy,1,0,34,2,0,0,152,Unhealthy
6108,United States of America,Dunedin,63,Moderate,1,0,32,2,4,1,63,Moderate
6109,United States of America,Durant,133,Unhealthy for Sensitive Groups,1,0,23,1,2,1,133,Unhealthy for Sensitive Groups
6110,Brazil,Ecoporanga,38,Good,1,0,16,0,1,0,38,Good
6111,United States of America,Edwardsville,56,Moderate,1,0,40,2,4,1,56,Moderate
6112,Azerbaijan,Yevlax,64,Moderate,1,0,44,3,0,0,64,Moderate
6113,Japan,Yokaichiba,45,Good,1,0,45,3,1,0,42,Good
6114,Malta,Zabbar,51,Moderate,1,0,46,3,1,0,51,Moderate
6115,Mexico,Zacatlan,166,Unhealthy,3,1,6,0,9,2,166,Unhealthy
6116,Republic of North Macedonia,Zelino,88,Moderate,1,0,43,3,0,0,88,Moderate
6117,Kazakhstan,Zhanakorgan,90,Moderate,1,0,50,3,0,0,90,Moderate
6118,Russian Federation,Zheleznogorsk,42,Good,1,0,33,2,0,0,42,Good
6119,China,Zhenlai,66,Moderate,2,1,66,3,0,0,49,Good
6120,Russian Federation,Zherdevka,37,Good,1,0,36,2,0,0,37,Good
6121,Mexico,Zinacatepec,76,Moderate,2,1,15,0,5,2,76,Moderate
6122,Czechia,Zlin,71,Moderate,1,0,40,2,1,0,71,Moderate
6123,Ukraine,Zmiyiv,52,Moderate,1,0,35,2,0,0,52,Moderate
6124,United Kingdom of Great Britain and Northern Ireland,Wigston,34,Good,1,0,34,2,3,1,18,Good
6125,Austria,Wolfsberg,66,Moderate,1,0,38,2,1,0,66,Moderate
6126,China,Xinxiang,178,Unhealthy,6,1,172,3,10,2,178,Unhealthy
6127,Argentina,Yacuiba,12,Good,0,0,11,0,0,0,12,Good
6128,Thailand,Yala,53,Moderate,1,0,35,2,0,0,53,Moderate
6129,Ethiopia,Wendo,53,Moderate,1,0,17,0,0,0,53,Moderate
6130,United States of America,West Seneca,88,Moderate,2,1,9,0,16,2,88,Moderate
6131,Netherlands,Westervoort,44,Good,1,0,22,1,6,2,44,Good
6132,United Kingdom of Great Britain and Northern Ireland,Whitefield,34,Good,1,0,34,2,3,1,18,Good
6133,Kazakhstan,Ilyich,161,Unhealthy,1,0,56,3,0,0,161,Unhealthy
6134,United States of America,Indianapolis,71,Moderate,2,1,17,0,19,2,71,Moderate
6135,Germany,Ingelheim,71,Moderate,2,1,33,2,5,2,71,Moderate
6136,Greece,Ioannina,69,Moderate,1,0,41,3,0,0,69,Moderate
6137,United Republic of Tanzania,Ipinda,24,Good,1,0,17,0,0,0,24,Good
6138,Chile,Iquique,50,Good,2,1,6,0,8,2,50,Good
6139,Japan,Isesaki,74,Moderate,1,0,74,3,1,0,67,Moderate
6140,Russian Federation,Islamey,43,Good,1,0,41,3,1,0,43,Good
6141,Brazil,Itaituba,26,Good,1,0,4,0,0,0,26,Good
6142,India,Itanagar,52,Moderate,1,0,28,1,0,0,52,Moderate
6143,Brazil,Itapolis,26,Good,1,0,6,0,1,0,26,Good
6144,Czechia,Jablonec,73,Moderate,1,0,40,2,1,0,73,Moderate
6145,India,Jalgaon,102,Unhealthy for Sensitive Groups,1,0,39,2,0,0,102,Unhealthy for Sensitive Groups
6146,India,Jamkhandi,96,Moderate,1,0,33,2,1,0,96,Moderate
6147,India,Janakpur Road,82,Moderate,2,1,47,3,1,0,82,Moderate
6148,Cuba,Jaruco,81,Moderate,1,0,25,1,2,1,81,Moderate
6149,India,Jawad,166,Unhealthy,1,0,36,2,0,0,166,Unhealthy
6150,Brazil,Jequitinhonha,25,Good,0,0,7,0,1,0,25,Good
6151,Germany,Jever,49,Good,1,0,30,1,3,1,49,Good
6152,China,Jiangmen,98,Moderate,3,1,30,1,9,2,98,Moderate
6153,China,Jinxiang,124,Unhealthy for Sensitive Groups,3,1,124,3,2,1,111,Unhealthy for Sensitive Groups
6154,China,Jishou,70,Moderate,2,1,66,3,1,0,70,Moderate
6155,China,Jishui,186,Unhealthy,4,1,186,3,4,1,155,Unhealthy
6156,Mexico,Jocotepec,50,Good,1,0,16,0,2,1,50,Good
6157,Indonesia,Jombang,113,Unhealthy for Sensitive Groups,2,1,84,3,1,0,113,Unhealthy for Sensitive Groups
6158,Mexico,Juan Aldama,81,Moderate,1,0,29,1,0,0,81,Moderate
6159,Nicaragua,Juigalpa,47,Good,1,0,17,0,0,0,47,Good
6160,Lithuania,Jurbarkas,36,Good,1,0,36,2,0,0,28,Good
6161,Russian Federation,Kaa Khem,40,Good,1,0,40,2,0,0,31,Good
6162,Finland,Kaarina,28,Good,1,0,28,1,2,1,20,Good
6163,Pakistan,Kabirwala,159,Unhealthy,3,1,156,3,1,0,159,Unhealthy
6164,Jordan,Kafr Yuba,116,Unhealthy for Sensitive Groups,3,1,87,3,5,2,116,Unhealthy for Sensitive Groups
6165,United States of America,Kailua,24,Good,0,0,23,1,0,0,24,Good
6167,India,Kalavad,142,Unhealthy for Sensitive Groups,0,0,28,1,0,0,142,Unhealthy for Sensitive Groups
6168,Russian Federation,Kalininsk,50,Good,1,0,35,2,0,0,50,Good
6169,Sweden,Kalmar,36,Good,1,0,36,2,0,0,21,Good
6170,Pakistan,Kalur Kot,174,Unhealthy,3,1,150,3,0,0,174,Unhealthy
6171,Russian Federation,Kambarka,48,Good,1,0,36,2,0,0,48,Good
6172,France,Gisors,66,Moderate,1,0,29,1,3,1,66,Moderate
6173,Canada,Glace Bay,31,Good,1,0,31,1,7,2,14,Good
6174,Poland,Glowno,33,Good,1,0,31,1,1,0,33,Good
6175,Russian Federation,Gorodets,50,Good,1,0,30,1,2,1,50,Good
6176,Bosnia and Herzegovina,Gracanica,65,Moderate,1,0,39,2,0,0,65,Moderate
6177,Brazil,Granja,30,Good,0,0,10,0,1,0,30,Good
6178,Russian Federation,Gribanovskiy,42,Good,1,0,35,2,0,0,42,Good
6179,United Kingdom of Great Britain and Northern Ireland,Grimsby,36,Good,1,0,36,2,3,1,13,Good
6180,Poland,Grojec,30,Good,1,0,28,1,2,1,30,Good
6181,Cuba,Guanajay,72,Moderate,1,0,26,1,3,1,72,Moderate
6182,Brazil,Guanhaes,50,Good,1,0,2,0,2,1,50,Good
6183,India,Gudivada,87,Moderate,2,1,55,3,1,0,87,Moderate
6184,India,Gudiyattam,30,Good,1,0,26,1,0,0,30,Good
6185,Côte d'Ivoire,Guiberoua,45,Good,1,0,14,0,0,0,45,Good
6186,Côte d'Ivoire,Guiglo,31,Good,1,0,17,0,0,0,31,Good
6187,Germany,Gustrow,49,Good,1,0,32,2,2,1,49,Good
6188,Hungary,Gyongyos,67,Moderate,1,0,43,3,1,0,67,Moderate
6189,Netherlands,Haaksbergen,51,Moderate,1,0,19,0,7,2,51,Moderate
6190,China,Hailun,38,Good,2,1,38,2,0,0,33,Good
6191,India,Hajan,129,Unhealthy for Sensitive Groups,1,0,66,3,0,0,129,Unhealthy for Sensitive Groups
6192,Hungary,Hajdunanas,66,Moderate,1,0,41,3,1,0,66,Moderate
6193,Germany,Haldensleben,57,Moderate,1,0,35,2,2,1,57,Moderate
6194,Austria,Hall,57,Moderate,1,0,38,2,0,0,57,Moderate
6195,China,Hami,177,Unhealthy,0,0,40,2,0,0,177,Unhealthy
6196,Austria,Hard,52,Moderate,1,0,31,1,2,1,52,Moderate
6197,Sweden,Harnosand,31,Good,1,0,31,1,0,0,7,Good
6198,United States of America,Haysville,48,Good,1,0,43,3,1,0,48,Good
6199,Germany,Heidelberg,70,Moderate,1,0,38,2,2,1,70,Moderate
6200,Netherlands,Hellendoorn,45,Good,1,0,24,1,5,2,45,Good
6201,United States of America,Hendersonville,78,Moderate,3,1,16,0,20,2,78,Moderate
6202,Germany,Hennef,61,Moderate,1,0,29,1,5,2,61,Moderate
6203,South Africa,Hennenman,91,Moderate,4,1,14,0,4,1,91,Moderate
6204,United Kingdom of Great Britain and Northern Ireland,Hereford,26,Good,1,0,25,1,5,2,26,Good
6205,Switzerland,Herisau,57,Moderate,1,0,24,1,3,1,57,Moderate
6206,India,Hisar,174,Unhealthy,3,1,174,3,1,0,167,Unhealthy
6207,United States of America,Hobe Sound,80,Moderate,1,0,22,1,7,2,80,Moderate
6208,United States of America,Endicott,68,Moderate,2,1,26,1,5,2,68,Moderate
6209,France,Ermont,71,Moderate,2,1,28,1,5,2,71,Moderate
6210,Brazil,Euclides Da Cunha,13,Good,0,0,11,0,1,0,13,Good
6211,United States of America,Fairmont,87,Moderate,3,1,1,0,26,2,87,Moderate
6212,United States of America,Fitchburg,42,Good,1,0,27,1,4,1,42,Good
6213,United Kingdom of Great Britain and Northern Ireland,Forfar,26,Good,1,0,26,1,1,0,16,Good
6214,India,Mihijam,113,Unhealthy for Sensitive Groups,2,1,72,3,1,0,113,Unhealthy for Sensitive Groups
6215,Finland,Mikkeli,32,Good,1,0,32,2,0,0,17,Good
6216,United States of America,Millbrae,54,Moderate,1,0,32,2,7,2,54,Moderate
6217,Germany,Mindelheim,55,Moderate,1,0,36,2,3,1,55,Moderate
6218,United States of America,Minnetonka,54,Moderate,1,0,32,2,6,2,54,Moderate
6219,Japan,Mino,54,Moderate,1,0,35,2,4,1,54,Moderate
6220,China,Mishan,44,Good,1,0,33,2,0,0,44,Good
6221,India,Mohiuddinagar,144,Unhealthy for Sensitive Groups,3,1,66,3,2,1,144,Unhealthy for Sensitive Groups
6222,Cameroon,Mokolo,86,Moderate,2,1,28,1,0,0,86,Moderate
6223,Germany,Monchengladbach,54,Moderate,1,0,30,1,5,2,54,Moderate
6224,United States of America,Monsey,71,Moderate,2,1,18,0,17,2,71,Moderate
6225,Brazil,Montes Claros,52,Moderate,1,0,1,0,4,1,52,Moderate
6226,United States of America,Moraga,56,Moderate,1,0,23,1,14,2,56,Moderate
6227,Portugal,Moreira,29,Good,1,0,29,1,2,1,21,Good
6228,Germany,Morfelden Walldorf,68,Moderate,1,0,38,2,4,1,68,Moderate
6229,India,Nautanwa,83,Moderate,2,1,55,3,0,0,83,Moderate
6230,United States of America,Nederland,34,Good,1,0,19,0,7,2,34,Good
6231,Russian Federation,Neman,33,Good,1,0,33,2,1,0,30,Good
6232,Australia,Newcastle,48,Good,0,0,9,0,14,2,48,Good
6233,Philippines,Nibaliw,58,Moderate,1,0,26,1,2,1,58,Moderate
6234,Costa Rica,Nicoya,53,Moderate,2,1,12,0,8,2,53,Moderate
6235,Germany,Nienburg,69,Moderate,1,0,38,2,4,1,69,Moderate
6236,Spain,Nijar,37,Good,1,0,31,1,4,1,37,Good
6237,Turkey,Niksar,42,Good,1,0,42,3,0,0,33,Good
6238,Montenegro,Niksic,79,Moderate,1,0,39,2,0,0,79,Moderate
6239,Russian Federation,Nizhnyaya Maktama,44,Good,1,0,39,2,0,0,44,Good
6240,Italy,Noceto,68,Moderate,1,0,41,3,2,1,68,Moderate
6241,Japan,Nogata,33,Good,1,0,33,2,2,1,20,Good
6242,Germany,Nordlingen,64,Moderate,1,0,35,2,4,1,64,Moderate
6243,Canada,North Bay,50,Good,1,0,16,0,1,0,50,Good
6244,New Zealand,North Shore,34,Good,0,0,12,0,6,2,34,Good
6245,Brazil,Nova Friburgo,80,Moderate,2,1,13,0,6,2,80,Moderate
6246,Brazil,Nova Odessa,64,Moderate,2,1,4,0,5,2,64,Moderate
6247,Russian Federation,Novonikolayevskiy,44,Good,1,0,36,2,0,0,44,Good
6248,Czechia,Novy Bor,80,Moderate,1,0,34,2,3,1,80,Moderate
6249,Poland,Nowy Dwor Mazowiecki,34,Good,1,0,34,2,1,0,29,Good
6250,Mexico,Ocozocoautla,91,Moderate,3,1,10,0,7,2,91,Moderate
6251,Ghana,Oda,57,Moderate,1,0,15,0,1,0,57,Moderate
6252,Germany,Oftersheim,71,Moderate,1,0,37,2,2,1,71,Moderate
6253,Japan,Okazaki,46,Good,1,0,32,2,3,1,46,Good
6254,Nigeria,Okitipupa,63,Moderate,2,1,19,0,1,0,63,Moderate
6255,United States of America,Okolona,63,Moderate,2,1,33,2,9,2,63,Moderate
6256,Comoros,Moroni,39,Good,0,0,31,1,0,0,39,Good
6257,Australia,Mount Isa,46,Good,0,0,21,0,0,0,46,Good
6258,United States of America,Mount Lebanon,88,Moderate,2,1,16,0,26,2,88,Moderate
6259,United States of America,Mukilteo,109,Unhealthy for Sensitive Groups,2,1,21,0,12,2,109,Unhealthy for Sensitive Groups
6260,United Republic of Tanzania,Muleba,39,Good,1,0,19,0,0,0,39,Good
6261,France,Muret,50,Good,1,0,32,2,2,1,50,Good
6262,United States of America,Murfreesboro,68,Moderate,2,1,25,1,11,2,68,Moderate
6263,United Republic of Tanzania,Mwadui,33,Good,0,0,17,0,0,0,33,Good
6264,United States of America,Myrtle Grove,51,Moderate,2,1,38,2,7,2,51,Moderate
6265,Russian Federation,Myski,40,Good,1,0,40,2,0,0,23,Good
6266,India,Nabha,170,Unhealthy,4,1,170,3,1,0,166,Unhealthy
6267,Afghanistan,Nahrin,99,Moderate,1,0,49,3,0,0,99,Moderate
6268,Australia,Nambour,32,Good,0,0,27,1,2,1,32,Good
6269,Russian Federation,Rtishchevo,56,Moderate,1,0,34,2,0,0,56,Moderate
6270,Ukraine,Rubizhne,40,Good,1,0,40,2,0,0,40,Good
6271,India,Sachin,144,Unhealthy for Sensitive Groups,0,0,24,1,0,0,144,Unhealthy for Sensitive Groups
6272,India,Saidpur,174,Unhealthy,4,1,173,3,2,1,174,Unhealthy
6273,United States of America,Saint James,91,Moderate,5,1,10,0,37,2,91,Moderate
6274,France,Saint Dizier,56,Moderate,1,0,28,1,2,1,56,Moderate
6275,France,Saint Gilles,137,Unhealthy for Sensitive Groups,2,1,24,1,8,2,137,Unhealthy for Sensitive Groups
6276,Thailand,Sam Chuk,23,Good,0,0,23,1,0,0,23,Good
6277,India,Samana,145,Unhealthy for Sensitive Groups,3,1,145,3,1,0,140,Unhealthy for Sensitive Groups
6278,Thailand,Samut Prakan,62,Moderate,1,0,21,0,1,0,62,Moderate
6279,Thailand,Samut Songkhram,29,Good,0,0,21,0,0,0,29,Good
6280,Romania,Oradea,66,Moderate,1,0,39,2,0,0,66,Moderate
6281,United States of America,Orangeburg,39,Good,2,1,37,2,4,1,39,Good
6282,Canada,Orangeville,54,Moderate,1,0,23,1,8,2,54,Moderate
6283,France,Orly,66,Moderate,1,0,23,1,5,2,66,Moderate
6284,France,Osny,63,Moderate,1,0,24,1,5,2,63,Moderate
6285,Namibia,Otjiwarongo,29,Good,0,0,19,0,0,0,29,Good
6286,Chad,Oum Hadjer,27,Good,2,1,17,0,0,0,27,Good
6287,Germany,Oyten,34,Good,0,0,34,2,0,0,13,Good
6288,Peru,Pacasmayo,30,Good,1,0,21,0,0,0,30,Good
6289,India,Pachora,146,Unhealthy for Sensitive Groups,0,0,29,1,0,0,146,Unhealthy for Sensitive Groups
6290,India,Pachperwa,139,Unhealthy for Sensitive Groups,3,1,134,3,0,0,139,Unhealthy for Sensitive Groups
6291,Thailand,Pak Thong Chai,42,Good,0,0,26,1,0,0,42,Good
6292,Philippines,Pakil,51,Moderate,1,0,23,1,1,0,51,Moderate
6293,Greece,Palaion Faliron,53,Moderate,1,0,45,3,0,0,53,Moderate
6294,Brazil,Palotina,40,Good,1,0,11,0,1,0,40,Good
6295,Malaysia,Papar,72,Moderate,7,1,45,3,0,0,72,Moderate
6296,Malaysia,Parit Buntar,79,Moderate,2,1,60,3,0,0,79,Moderate
6297,Mexico,Parras,52,Moderate,1,0,28,1,1,0,52,Moderate
6298,India,Partur,103,Unhealthy for Sensitive Groups,1,0,31,1,0,0,103,Unhealthy for Sensitive Groups
6299,Turkey,Patnos,59,Moderate,1,0,38,2,0,0,59,Moderate
6300,Portugal,Pedroso,35,Good,1,0,35,2,2,1,25,Good
6301,United States of America,Pembroke Pines,162,Unhealthy,6,1,5,0,18,2,162,Unhealthy
6302,Chile,Penaflor,158,Unhealthy,4,1,9,0,20,2,158,Unhealthy
6303,United States of America,Perry,56,Moderate,2,1,31,1,3,1,56,Moderate
6305,Congo,Impfondo,73,Moderate,3,1,11,0,0,0,73,Moderate
6306,Brazil,Ipu,46,Good,1,0,8,0,2,1,46,Good
6307,Brazil,Ipubi,14,Good,0,0,14,0,0,0,14,Good
6308,Mexico,Irapuato,142,Unhealthy for Sensitive Groups,2,1,10,0,9,2,142,Unhealthy for Sensitive Groups
6309,Russian Federation,Ishim,48,Good,1,0,33,2,0,0,48,Good
6310,Japan,Itoigawa,36,Good,1,0,36,2,1,0,24,Good
6311,Japan,Iwata,32,Good,1,0,32,2,2,1,27,Good
6312,Mexico,Ixtlan Del Rio,43,Good,1,0,13,0,2,1,43,Good
6313,Côte d'Ivoire,Jacqueville,51,Moderate,2,1,25,1,1,0,51,Moderate
6314,Brazil,Jaguariaiva,53,Moderate,1,0,15,0,0,0,53,Moderate
6315,Brazil,Jaguaruna,85,Moderate,2,1,24,1,2,1,85,Moderate
6316,India,Jahangirabad,178,Unhealthy,4,1,175,3,2,1,178,Unhealthy
6317,India,Jalakandapuram,55,Moderate,1,0,27,1,2,1,55,Moderate
6318,India,Jalandhar,150,Unhealthy,3,1,136,3,1,0,150,Unhealthy
6319,Pakistan,Jaranwala,167,Unhealthy,3,1,148,3,1,0,167,Unhealthy
6320,Pakistan,Jhudo,163,Unhealthy,1,0,38,2,0,0,163,Unhealthy
6321,China,Jian,146,Unhealthy for Sensitive Groups,3,1,146,3,1,0,86,Moderate
6322,China,Jinhua,143,Unhealthy for Sensitive Groups,3,1,143,3,1,0,104,Unhealthy for Sensitive Groups
6323,Pakistan,Jiwani,157,Unhealthy,0,0,31,1,0,0,157,Unhealthy
6324,Brazil,Joaquim Gomes,26,Good,0,0,18,0,1,0,26,Good
6325,United States of America,Jonesboro,63,Moderate,1,0,32,2,4,1,63,Moderate
6326,India,Junagarh,99,Moderate,1,0,35,2,0,0,99,Moderate
6327,Brazil,Junqueiropolis,45,Good,1,0,13,0,1,0,45,Good
6328,China,Juxian,156,Unhealthy,3,1,156,3,2,1,113,Unhealthy for Sensitive Groups
6329,Finland,Jyvaskyla,35,Good,1,0,35,2,3,1,34,Good
6330,Japan,Kakogawa,66,Moderate,2,1,29,1,5,2,66,Moderate
6331,Belgium,Kalmthout,30,Good,1,0,29,1,3,1,30,Good
6332,Russian Federation,Kaltan,35,Good,1,0,35,2,1,0,28,Good
6333,Japan,Kamakura,37,Good,1,0,37,2,3,1,25,Good
6334,Turkey,Kaman,45,Good,1,0,36,2,0,0,45,Good
6335,Germany,Kamen,49,Good,1,0,33,2,2,1,49,Good
6336,Japan,Kamojima,35,Good,1,0,35,2,1,0,27,Good
6337,China,Ranghulu,66,Moderate,2,1,54,3,1,0,66,Moderate
6338,Germany,Ratekau,34,Good,0,0,34,2,1,0,14,Good
6339,United Kingdom of Great Britain and Northern Ireland,Rawtenstall,62,Moderate,1,0,15,0,12,2,62,Moderate
6340,Philippines,Recodo,77,Moderate,0,0,13,0,0,0,77,Moderate
6341,United States of America,Redding,34,Good,1,0,21,0,5,2,34,Good
6342,Russian Federation,Redkino,53,Moderate,1,0,27,1,1,0,53,Moderate
6343,Cuba,Remedios,50,Good,0,0,20,0,1,0,50,Good
6344,Italy,Rescaldina,72,Moderate,2,1,27,1,7,2,72,Moderate
6345,India,Revelganj,156,Unhealthy,4,1,156,3,1,0,156,Unhealthy
6346,India,Rewari,170,Unhealthy,2,1,107,3,0,0,170,Unhealthy
6347,Iceland,Reykjavik,23,Good,1,0,23,1,0,0,22,Good
6348,France,Reze,23,Good,1,0,23,1,4,1,23,Good
6349,Brazil,Ribas Do Rio Pardo,26,Good,1,0,10,0,0,0,26,Good
6350,Brazil,Rio Casca,45,Good,1,0,12,0,2,1,45,Good
6351,Japan,Ritto,55,Moderate,1,0,55,3,1,0,45,Good
6352,Iran (Islamic Republic of),Robat Karim,210,Very Unhealthy,3,1,210,3,5,2,161,Unhealthy
6353,Pakistan,Rohri,188,Unhealthy,1,0,56,3,1,0,188,Unhealthy
6354,Thailand,Rong Kwang,53,Moderate,1,0,24,1,0,0,53,Moderate
6355,New Zealand,Taupo,18,Good,0,0,15,0,0,0,18,Good
6356,Gabon,Tchibanga,76,Moderate,2,1,35,2,0,0,76,Moderate
6357,Indonesia,Tebingtinggi,84,Moderate,2,1,45,3,0,0,84,Moderate
6358,Brazil,Tefe,36,Good,1,0,2,0,0,0,36,Good
6359,Mexico,Teotihuacan,178,Unhealthy,3,1,7,0,14,2,178,Unhealthy
6360,Mexico,Tepotzotlan,155,Unhealthy,4,1,8,0,14,2,155,Unhealthy
6361,United States of America,Texas City,65,Moderate,1,0,23,1,3,1,65,Moderate
6362,Belgium,Theux,61,Moderate,1,0,36,2,3,1,61,Moderate
6363,Italy,Thiene,62,Moderate,1,0,36,2,2,1,62,Moderate
6364,Brazil,Tiangua,30,Good,0,0,9,0,1,0,30,Good
6365,Cameroon,Tibati,36,Good,1,0,12,0,0,0,36,Good
6366,Israel,Tiberias,131,Unhealthy for Sensitive Groups,3,1,66,3,11,2,131,Unhealthy for Sensitive Groups
6367,Brazil,Tiete,48,Good,1,0,6,0,3,1,48,Good
6368,India,Titron,160,Unhealthy,3,1,130,3,1,0,160,Unhealthy
6369,Mexico,Tizimin,109,Unhealthy for Sensitive Groups,1,0,27,1,0,0,109,Unhealthy for Sensitive Groups
6370,Turkey,Tokat,44,Good,1,0,40,2,0,0,44,Good
6371,Portugal,Tomar,30,Good,0,0,30,1,2,1,21,Good
6372,Mali,Tombouctou,131,Unhealthy for Sensitive Groups,1,0,28,1,3,1,131,Unhealthy for Sensitive Groups
6373,Japan,Tono,50,Good,1,0,48,3,2,1,50,Good
6374,Hungary,Torokbalint,68,Moderate,1,0,42,3,2,1,68,Moderate
6375,Italy,Trofarello,63,Moderate,1,0,35,2,3,1,63,Moderate
6376,Poland,Trzebnica,56,Moderate,1,0,36,2,2,1,56,Moderate
6377,Russian Federation,Tsotsin Yurt,72,Moderate,1,0,45,3,1,0,72,Moderate
6378,Japan,Tsuruga,58,Moderate,1,0,35,2,3,1,58,Moderate
6379,Russian Federation,Tuchkovo,39,Good,1,0,26,1,1,0,39,Good
6380,Poland,Tuchola,46,Good,1,0,35,2,1,0,46,Good
6381,India,Tuljapur,104,Unhealthy for Sensitive Groups,1,0,35,2,1,0,104,Unhealthy for Sensitive Groups
6382,Mexico,Tultepec,168,Unhealthy,4,1,6,0,16,2,168,Unhealthy
6383,Italy,Turin,61,Moderate,1,0,27,1,5,2,61,Moderate
6384,Netherlands,Uden,39,Good,1,0,24,1,6,2,39,Good
6385,Nigeria,Ugep,98,Moderate,3,1,19,0,2,1,98,Moderate
6386,South Africa,Ulundi,90,Moderate,5,1,27,1,2,1,90,Moderate
6387,United States of America,Union City,73,Moderate,2,1,19,0,19,2,73,Moderate
6388,Japan,Usuki,44,Good,1,0,39,2,2,1,44,Good
6389,Russian Federation,Valday,31,Good,1,0,31,1,0,0,18,Good
6390,Romania,Valenii De Munte,50,Good,1,0,41,3,0,0,50,Good
6391,Finland,Valkeala,34,Good,1,0,34,2,0,0,18,Good
6392,India,Valparai,47,Good,1,0,22,1,0,0,47,Good
6393,Republic of North Macedonia,Vasilevo,83,Moderate,1,0,45,3,0,0,83,Moderate
6394,Côte d'Ivoire,Vavoua,45,Good,1,0,15,0,0,0,45,Good
6395,Germany,Vechta,67,Moderate,1,0,29,1,6,2,67,Moderate
6396,Denmark,Vejle,37,Good,1,0,37,2,1,0,35,Good
6397,Germany,Verden,68,Moderate,1,0,26,1,6,2,68,Moderate
6398,Russian Federation,Verkhniy Ufaley,32,Good,1,0,32,2,0,0,18,Good
6399,Germany,Versmold,70,Moderate,2,1,15,0,13,2,70,Moderate
6400,India,Vettavalam,54,Moderate,1,0,35,2,1,0,54,Moderate
6401,India,Vijapur,158,Unhealthy,1,0,35,2,0,0,158,Unhealthy
6402,United States of America,Villa Park,67,Moderate,2,1,15,0,18,2,67,Moderate
6403,France,Villeneuve Sur Lot,54,Moderate,1,0,29,1,3,1,54,Moderate
6404,France,Villeparisis,69,Moderate,2,1,29,1,5,2,69,Moderate
6405,Germany,Vilsbiburg,60,Moderate,1,0,28,1,4,1,60,Moderate
6406,Lithuania,Visaginas,37,Good,1,0,37,2,0,0,31,Good
6407,Italy,Voghera,53,Moderate,1,0,37,2,2,1,53,Moderate
6408,Russian Federation,Volchansk,31,Good,1,0,31,1,0,0,23,Good
6409,Russian Federation,Volokolamsk,50,Good,1,0,28,1,0,0,50,Good
6410,Russian Federation,Volsk,59,Moderate,1,0,38,2,0,0,59,Moderate
6411,Netherlands,Voorst,50,Good,1,0,18,0,7,2,50,Good
6412,Belgium,Vosselaar,41,Good,1,0,27,1,6,2,41,Good
6413,Netherlands,Vught,34,Good,1,0,23,1,7,2,34,Good
6414,United States of America,Wailuku,24,Good,0,0,24,1,0,0,16,Good
6415,United Kingdom of Great Britain and Northern Ireland,Wallsend,32,Good,1,0,32,2,1,0,12,Good
6416,Australia,Wangaratta,15,Good,0,0,15,0,1,0,15,Good
6417,Netherlands,Wassenaar,56,Moderate,1,0,36,2,5,2,56,Moderate
6418,United States of America,Waverly,70,Moderate,2,1,20,0,10,2,70,Moderate
6419,Indonesia,Wedi,64,Moderate,1,0,37,2,1,0,64,Moderate
6420,Germany,Wegberg,56,Moderate,1,0,29,1,5,2,56,Moderate
6421,Germany,Weiterstadt,68,Moderate,1,0,38,2,4,1,68,Moderate
6422,India,Kotdwara,133,Unhealthy for Sensitive Groups,2,1,86,3,0,0,133,Unhealthy for Sensitive Groups
6423,India,Kotturu,29,Good,1,0,29,1,0,0,19,Good
6424,France,Koungou,30,Good,0,0,30,1,0,0,14,Good
6425,Japan,Kozakai,37,Good,1,0,33,2,1,0,37,Good
6426,Russian Federation,Krasnooktyabrskiy,36,Good,1,0,36,2,1,0,8,Good
6427,Poland,Krasnystaw,36,Good,1,0,34,2,1,0,36,Good
6428,Republic of North Macedonia,Kriva Palanka,77,Moderate,1,0,46,3,0,0,77,Moderate
6429,Czechia,Kromeriz,72,Moderate,1,0,40,2,1,0,72,Moderate
6430,Russian Federation,Krymsk,41,Good,1,0,41,3,1,0,24,Good
6431,Malaysia,Kuala Sungai Baru,65,Moderate,2,1,31,1,0,0,65,Moderate
6432,India,Kulgam,119,Unhealthy for Sensitive Groups,1,0,60,3,0,0,119,Unhealthy for Sensitive Groups
6433,Russian Federation,Kuragino,39,Good,1,0,39,2,0,0,25,Good
6434,Japan,Kure,51,Moderate,2,1,41,3,6,2,51,Moderate
6435,Japan,Kuwana,53,Moderate,1,0,34,2,5,2,53,Moderate
